Type	Character	Frequency
Kanji	梔	2
Kanji	湎	2
Kanji	溷	2
Kanji	癘	2
Kanji	筝	2
Kanji	紵	2
Kanji	纈	2
Kanji	纐	2
Kanji	膩	2
Kanji	薹	2
Kanji	趁	2
Kanji	踐	2
Kanji	靆	2
Kanji	岺	2
Kanji	釭	2
Kanji	免	2
Kanji	桌	2
Kanji	硏	2
Kanji	痂	2
Kanji	茴	2
Kanji	頫	2
Kanji	旆	4
Kanji	瓚	4
Kanji	頎	4
Kanji	妲	5
Kanji	瓠	5
Kanji	勸	3
Kanji	瑶	3
Kanji	瓷	3
Kanji	襯	3
Kanji	貘	3
Kanji	黜	3
Kanji	楂	3
Kanji	艜	3
Kanji	无	6
Kanji	裱	6
Kanji	箚	8
Kanji	槨	15
Kanji	啾	5
Kanji	媼	5
Kanji	佶	6
Kanji	祐	6
Kanji	种	6
Kanji	櫞	2
Kanji	嫦	9
Kanji	鬪	13
Kanji	彳	2
Kanji	眛	2
Kanji	飩	2
Kanji	饂	2
Kanji	擺	2
Kanji	收	2
Kanji	曷	2
Kanji	毓	2
Kanji	獻	2
Kanji	羮	2
Kanji	莖	2
Kanji	蟋	2
Kanji	鑄	2
Kanji	駻	2
Kanji	鷦	2
Kanji	鷯	2
Kanji	僧	2
Kanji	愜	2
Kanji	渚	2
Kanji	睜	2
Kanji	祝	2
Kanji	褘	2
Kanji	痞	3
Kanji	蛔	3
Kanji	奚	2
Kanji	搜	2
Kanji	茯	4
Kanji	仭	3
Kanji	孀	3
Kanji	靈	3
Kanji	餒	3
Kanji	鬩	3
Kanji	黔	3
Kanji	佝	5
Kanji	枳	5
Kanji	芎	6
Kanji	裝	4
Kanji	萼	11
Kanji	嚏	2
Kanji	濮	3
Kanji	譏	4
Kanji	誣	5
Kanji	絖	3
Kanji	垜	3
Kanji	覊	25
Kanji	鴾	17
Kanji	棡	17
Kanji	纉	10
Kanji	覡	10
Others	ð	8
Kanji	狃	8
Kanji	忉	8
Kanji	猨	7
Kanji	竃	6
S-Kana-Katakana	ヷ	5
Kanji	亶	5
Kanji	岌	5
Kanji	盖	5
Kanji	貮	5
Kanji	鑁	5
Kanji	榰	5
Kanji	獦	5
Kanji	簋	5
Kanji	繇	5
Kanji	蓂	5
Kanji	褙	5
Kanji	㒵	5
Kanji	抖	4
Kanji	犁	4
Kanji	琿	4
Kanji	袒	4
Kanji	擻	4
Kanji	濰	4
Kanji	璿	4
Kanji	廊	3
Kanji	剱	3
Kanji	枋	3
Kanji	綢	3
Kanji	凞	3
Kanji	楣	3
Kanji	祜	3
Kanji	簃	3
Kanji	裒	3
Kanji	酡	3
Others	ś	2
Others	š	2
Others	ヿ	2
Kanji	傚	2
Kanji	咯	2
Kanji	峅	2
Kanji	扎	2
Kanji	插	2
Kanji	敝	2
Kanji	栲	2
Kanji	档	2
Kanji	楞	2
Kanji	殱	2
Kanji	潦	2
Kanji	畴	2
Kanji	篶	2
Kanji	膸	2
Kanji	詆	2
Kanji	逑	2
Kanji	陟	2
Kanji	驃	2
Kanji	鳰	2
Kanji	匇	2
Kanji	黑	2
Kanji	儆	2
Kanji	开	2
Kanji	憍	2
Kanji	敏	2
Kanji	栾	2
Kanji	棃	2
Kanji	洹	2
Kanji	漢	2
Kanji	灝	2
Kanji	烜	2
Kanji	烬	2
Kanji	玷	2
Kanji	璜	2
Kanji	甪	2
Kanji	聃	2
Kanji	蓧	2
Kanji	諗	2
Kanji	阝	2
Kanji	靳	2
Kanji	韴	2
Kanji	騃	2
Kanji	鯎	2
Kanji	鶿	2
Others	ĺ	1
Others	ñ	1
Others	ō	1
Others	е	1
Others	ы	1
Kanji	俶	1
Kanji	冩	1
Kanji	冱	1
Kanji	剏	1
Kanji	圉	1
Kanji	塲	1
Kanji	壅	1
Kanji	嫐	1
Kanji	忻	1
Kanji	恊	1
Kanji	慝	1
Kanji	憙	1
Kanji	戉	1
Kanji	拏	1
Kanji	捶	1
Kanji	揀	1
Kanji	摶	1
Kanji	晟	1
Kanji	棣	1
Kanji	橢	1
Kanji	泯	1
Kanji	滕	1
Kanji	澆	1
Kanji	濂	1
Kanji	燔	1
Kanji	犲	1
Kanji	狠	1
Kanji	甄	1
Kanji	畧	1
Kanji	皃	1
Kanji	盍	1
Kanji	磑	1
Kanji	秧	1
Kanji	糅	1
Kanji	繦	1
Kanji	羶	1
Kanji	膈	1
Kanji	蜉	1
Kanji	螳	1
Kanji	蠶	1
Kanji	蠧	1
Kanji	豢	1
Kanji	贊	1
Kanji	輒	1
Kanji	逖	1
Kanji	遶	1
Kanji	郤	1
Kanji	釿	1
Kanji	鐺	1
Kanji	雕	1
Kanji	鬟	1
Kanji	鴟	1
Kanji	鶩	1
Kanji	麪	1
Kanji	隆	1
Kanji	仐	1
Kanji	呕	1
Kanji	咈	1
Kanji	囍	1
Kanji	埵	1
Kanji	媳	1
Kanji	嫵	1
Kanji	嬴	1
Kanji	屰	1
Kanji	峋	1
Kanji	嵇	1
Kanji	徧	1
Kanji	忩	1
Kanji	惛	1
Kanji	抅	1
Kanji	拄	1
Kanji	拕	1
Kanji	攞	1
Kanji	敧	1
Kanji	樾	1
Kanji	橛	1
Kanji	檫	1
Kanji	欵	1
Kanji	歆	1
Kanji	涉	1
Kanji	湓	1
Kanji	湣	1
Kanji	潽	1
Kanji	煨	1
Kanji	熢	1
Kanji	珩	1
Kanji	畎	1
Kanji	睺	1
Kanji	禴	1
Kanji	罣	1
Kanji	蚍	1
Kanji	觿	1
Kanji	詡	1
Kanji	跑	1
Kanji	軔	1
Kanji	迮	1
Kanji	逈	1
Kanji	鄱	1
Kanji	鄷	1
Kanji	錟	1
Kanji	閽	1
Kanji	陁	1
Kanji	鞞	1
Kanji	鞮	1
Kanji	頣	1
Kanji	駞	1
Kanji	髠	1
Kanji	鴗	1
Kanji	鵾	1
Kanji	黃	1
Kanji	鼙	1
Kanji	㓛	1
Kanji	㮈	1
Others	ã	1
Others	å	2
Others	æ	2
Others	ℏ	1
Others	ľ	1
Others	ŋ	1
Others	ò	1
Others	ø	2
Others	ʃ	5
Others	ù	5
Others	ʌ	2
Others	ÿ	4
Others	ʔ	3
Others	ά	1
Others	ё	18
Others	ж	1
Others	й	1
Others	т	1
Others	у	1
Others	ф	1
Others	ц	13
Others	ч	1
Others	ш	2
Others	ㇳ	6
Others	ㇵ	1
Others	ㇻ	4
S-Kana-Katakana	ヸ	26
Kanji	椛	1
Kanji	硲	1
Kanji	粍	1
Kanji	丐	1
Kanji	丶	1
Kanji	丿	15
Kanji	乂	1
Kanji	亊	1
Kanji	估	2
Kanji	佰	1
Kanji	侖	1
Kanji	俐	1
Kanji	倬	1
Kanji	僮	3
Kanji	儕	1
Kanji	儔	1
Kanji	兮	3
Kanji	冂	1
Kanji	冢	2
Kanji	冫	3
Kanji	剄	1
Kanji	剳	1
Kanji	劬	3
Kanji	飭	1
Kanji	卞	5
Kanji	夘	1
Kanji	厰	1
Kanji	燮	2
Kanji	叺	3
Kanji	呀	3
Kanji	听	3
Kanji	吩	3
Kanji	呰	1
Kanji	咐	3
Kanji	唹	1
Kanji	啀	1
Kanji	喨	1
Kanji	嗷	2
Kanji	嘖	1
Kanji	營	5
Kanji	嚶	6
Kanji	囎	1
Kanji	囿	3
Kanji	圦	4
Kanji	垰	1
Kanji	埆	1
Kanji	堊	1
Kanji	塋	1
Kanji	塰	7
Kanji	壞	2
Kanji	墮	2
Kanji	壘	1
Kanji	娵	1
Kanji	嬖	2
Kanji	孑	1
Kanji	尅	1
Kanji	嵋	1
Kanji	嵬	3
Kanji	嶄	1
Kanji	嶂	1
Kanji	嶷	1
Kanji	巒	1
Kanji	帑	1
Kanji	幵	1
Kanji	幺	9
Kanji	廖	1
Kanji	廛	1
Kanji	廩	1
Kanji	廰	2
Kanji	很	1
Kanji	怎	1
Kanji	惓	1
Kanji	惶	1
Kanji	惴	1
Kanji	愨	1
Kanji	慓	1
Kanji	懌	2
Kanji	懋	1
Kanji	懍	1
Kanji	拯	3
Kanji	搨	4
Kanji	舉	10
Kanji	擶	1
Kanji	晤	3
Kanji	暘	2
Kanji	暾	1
Kanji	曦	2
Kanji	杠	3
Kanji	枌	6
Kanji	柬	1
Kanji	柤	1
Kanji	柞	24
Kanji	枹	1
Kanji	柎	1
Kanji	栩	70
Kanji	棊	3
Kanji	棔	1
Kanji	楴	1
Kanji	槲	1
Kanji	櫪	1
Kanji	歙	2
Kanji	汨	1
Kanji	泝	3
Kanji	洶	1
Kanji	洫	1
Kanji	浹	1
Kanji	涕	3
Kanji	淅	1
Kanji	湶	1
Kanji	湍	2
Kanji	滬	2
Kanji	滷	3
Kanji	澀	1
Kanji	潯	4
Kanji	潛	2
Kanji	濕	1
Kanji	瀁	3
Kanji	熬	3
Kanji	燬	1
Kanji	燹	1
Kanji	狒	9
Kanji	猝	1
Kanji	玳	14
Kanji	瓣	1
Kanji	甃	5
Kanji	甞	1
Kanji	疔	1
Kanji	瘁	1
Kanji	瘋	1
Kanji	癜	1
Kanji	癶	23
Kanji	蘯	5
Kanji	碼	1
Kanji	磚	2
Kanji	祕	2
Kanji	秡	1
Kanji	稈	4
Kanji	窗	6
Kanji	窕	5
Kanji	窖	3
Kanji	窰	9
Kanji	笵	1
Kanji	筱	1
Kanji	篏	3
Kanji	篥	1
Kanji	簓	1
Kanji	篳	1
Kanji	篷	1
Kanji	簍	2
Kanji	簷	2
Kanji	籏	1
Kanji	籀	2
Kanji	籖	1
Kanji	粢	1
Kanji	粹	1
Kanji	紮	26
Kanji	紲	1
Kanji	綉	1
Kanji	緇	2
Kanji	綰	1
Kanji	縟	1
Kanji	縵	1
Kanji	纛	1
Kanji	纜	2
Kanji	罅	6
Kanji	罩	3
Kanji	羇	1
Kanji	耜	1
Kanji	耨	3
Kanji	脯	1
Kanji	腆	1
Kanji	膓	2
Kanji	舍	1
Kanji	苣	1
Kanji	苒	1
Kanji	苹	12
Kanji	茆	3
Kanji	荐	1
Kanji	莅	2
Kanji	莵	1
Kanji	荵	1
Kanji	莠	1
Kanji	菽	3
Kanji	菘	2
Kanji	萢	1
Kanji	萪	1
Kanji	蒭	1
Kanji	蒂	2
Kanji	葩	1
Kanji	蓚	1
Kanji	蔟	5
Kanji	蕘	1
Kanji	薺	1
Kanji	藥	2
Kanji	乕	1
Kanji	蚩	1
Kanji	蚶	1
Kanji	蛄	1
Kanji	蚰	1
Kanji	蚫	1
Kanji	蛩	2
Kanji	蝴	3
Kanji	蠻	1
Kanji	衄	5
Kanji	袞	2
Kanji	褊	2
Kanji	襪	1
Kanji	覩	1
Kanji	觜	3
Kanji	觴	2
Kanji	詒	5
Kanji	譛	1
Kanji	譽	1
Kanji	讌	1
Kanji	豐	1
Kanji	豸	1
Kanji	貍	1
Kanji	貽	1
Kanji	跚	3
Kanji	踟	1
Kanji	蹣	3
Kanji	軫	4
Kanji	轂	1
Kanji	遏	1
Kanji	遞	3
Kanji	醋	6
Kanji	醴	1
Kanji	釁	1
Kanji	釼	4
Kanji	釵	3
Kanji	鈑	3
Kanji	鋩	2
Kanji	錙	3
Kanji	鏗	1
Kanji	鏈	5
Kanji	閂	22
Kanji	閙	18
Kanji	阡	3
Kanji	隴	6
Kanji	隹	3
Kanji	霄	2
Kanji	霑	2
Kanji	霏	3
Kanji	鞐	1
Kanji	韵	4
Kanji	顳	3
Kanji	颪	5
Kanji	餽	1
Kanji	驅	3
Kanji	骼	1
Kanji	髀	1
Kanji	髞	2
Kanji	髫	1
Kanji	魘	6
Kanji	魴	1
Kanji	鯒	1
Kanji	鯔	2
Kanji	鰕	2
Kanji	鰥	2
Kanji	鱶	1
Kanji	鳧	3
Kanji	鴈	11
Kanji	鴿	3
Kanji	鵝	1
Kanji	鵤	2
Kanji	鵺	3
Kanji	鷁	2
Kanji	鶻	1
Kanji	麋	1
Kanji	麕	1
Kanji	麸	1
Kanji	黯	1
Kanji	黷	1
Kanji	黻	1
Kanji	龠	1
Kanji	纊	1
Kanji	兊	3
Kanji	勛	1
Kanji	咜	3
Kanji	哿	2
Kanji	夋	3
Kanji	嵓	2
Kanji	惕	1
Kanji	愷	5
Kanji	抦	1
Kanji	枻	1
Kanji	橫	6
Kanji	橳	8
Kanji	泚	1
Kanji	淼	3
Kanji	澈	1
Kanji	煇	1
Kanji	猪	3
Kanji	獷	1
Kanji	珉	1
Kanji	璉	3
Kanji	璟	2
Kanji	畯	15
Kanji	竫	2
Kanji	箞	1
Kanji	鄕	1
Kanji	釥	1
Kanji	鉸	1
Kanji	鋧	27
Kanji	靏	2
Kanji	髙	2
Kanji	鸙	2
Kanji	丂	2
Kanji	么	1
Kanji	伋	18
Kanji	佤	9
Kanji	佾	2
Kanji	侗	2
Kanji	俅	1
Kanji	倧	1
Kanji	倻	1
Kanji	傪	18
Kanji	僦	1
Kanji	兕	1
Kanji	关	1
Kanji	剗	1
Kanji	劘	1
Kanji	勤	4
Kanji	卡	1
Kanji	卣	2
Kanji	呍	1
Kanji	唎	4
Kanji	啐	1
Kanji	喈	1
Kanji	嘆	2
Kanji	嘎	1
Kanji	噦	1
Kanji	噶	1
Kanji	嚚	2
Kanji	嚬	2
Kanji	囷	1
Kanji	埤	1
Kanji	堞	1
Kanji	堠	1
Kanji	塀	1
Kanji	墩	2
Kanji	奶	1
Kanji	姧	2
Kanji	姮	1
Kanji	媞	1
Kanji	孁	4
Kanji	尫	1
Kanji	岭	1
Kanji	嶠	6
Kanji	嶲	1
Kanji	巠	1
Kanji	幘	1
Kanji	彔	1
Kanji	彤	2
Kanji	忼	2
Kanji	悝	1
Kanji	惋	1
Kanji	扯	1
Kanji	捥	6
Kanji	揷	1
Kanji	搩	1
Kanji	摭	1
Kanji	摹	1
Kanji	摽	1
Kanji	撿	1
Kanji	敔	1
Kanji	旼	29
Kanji	昫	2
Kanji	晌	1
Kanji	晚	1
Kanji	暑	2
Kanji	杌	1
Kanji	枘	4
Kanji	枲	1
Kanji	栱	3
Kanji	棐	2
Kanji	檔	3
Kanji	汙	6
Kanji	汭	1
Kanji	沅	3
Kanji	沘	1
Kanji	泔	1
Kanji	洮	1
Kanji	涪	2
Kanji	漚	1
Kanji	潢	1
Kanji	灤	1
Kanji	煠	1
Kanji	熇	1
Kanji	爹	1
Kanji	牂	1
Kanji	玹	1
Kanji	瑫	2
Kanji	璇	1
Kanji	璈	14
Kanji	璘	2
Kanji	璠	2
Kanji	瓖	1
Kanji	瘳	2
Kanji	癋	2
Kanji	癮	1
Kanji	盉	2
Kanji	盔	3
Kanji	盨	1
Kanji	矠	1
Kanji	砭	1
Kanji	硨	1
Kanji	磲	1
Kanji	礴	1
Kanji	祅	5
Kanji	稃	1
Kanji	稹	2
Kanji	穙	1
Kanji	窳	1
Kanji	窼	2
Kanji	筭	1
Kanji	筿	1
Kanji	簠	4
Kanji	粦	12
Kanji	紈	1
Kanji	絁	1
Kanji	練	1
Kanji	罄	6
Kanji	罡	1
Kanji	羿	2
Kanji	脘	5
Kanji	腊	1
Kanji	臏	10
Kanji	芩	7
Kanji	芮	1
Kanji	芾	1
Kanji	芿	1
Kanji	莆	3
Kanji	莒	1
Kanji	莩	2
Kanji	菀	3
Kanji	蓓	1
Kanji	蔫	1
Kanji	蘅	3
Kanji	蝥	1
Kanji	螬	2
Kanji	蟎	1
Kanji	蟥	12
Kanji	袪	1
Kanji	訕	1
Kanji	譔	1
Kanji	貓	2
Kanji	賸	2
Kanji	辶	3
Kanji	迨	1
Kanji	适	1
Kanji	逭	1
Kanji	邶	15
Kanji	郃	1
Kanji	郅	1
Kanji	酈	2
Kanji	酤	2
Kanji	鉇	4
Kanji	鉠	1
Kanji	銙	1
Kanji	鋌	1
Kanji	鍑	1
Kanji	鍥	2
Kanji	鎛	13
Kanji	鏢	5
Kanji	鏵	1
Kanji	鏻	1
Kanji	鑣	3
Kanji	閎	3
Kanji	隄	3
Kanji	雝	1
Kanji	雩	3
Kanji	靛	1
Kanji	鞢	7
Kanji	韛	1
Kanji	頊	1
Kanji	頞	3
Kanji	頲	1
Kanji	顓	1
Kanji	飡	1
Kanji	飰	2
Kanji	鮄	1
Kanji	鮧	3
Kanji	鰶	1
Kanji	鱁	3
Kanji	鵼	2
Kanji	鷧	2
Kanji	鼂	1
Kanji	鼽	5
Kanji	㝡	1
Kanji	㝬	3
Kanji	������	3
Kanji	������	3
Kanji	������	3
Kanji	������	1
Kanji	������	3
Kanji	������	1
Others	û	1
Kanji	哦	1
Kanji	圷	1
Kanji	嶢	1
Kanji	扠	1
Kanji	瀲	1
Kanji	犖	1
Kanji	癆	1
Kanji	皖	1
Kanji	矗	1
Kanji	禀	1
Kanji	粳	1
Kanji	鬻	1
Kanji	罍	1
Kanji	罨	1
Kanji	艟	1
Kanji	葯	1
Kanji	蕷	1
Kanji	褝	1
Kanji	炻	1
Kanji	燾	1
Kanji	琪	1
Kanji	繒	1
Kanji	錡	1
Kanji	塌	1
Kanji	暻	1
Kanji	楤	1
Kanji	橅	1
Kanji	欋	1
Kanji	沪	1
Kanji	烔	1
Kanji	痎	1
Kanji	胠	1
Kanji	胻	1
Kanji	蕻	1
Kanji	豳	1
Kanji	蹬	1
Kanji	鰣	1
Kanji	鶍	1
Kanji	䪼	1
S-Kana-Katakana	ヹ	1
Kanji	匝	1
Kanji	亟	1
Kanji	价	1
Kanji	倔	1
Kanji	凩	1
Kanji	匏	1
Kanji	喟	1
Kanji	噬	1
Kanji	埣	1
Kanji	墅	1
Kanji	壗	1
Kanji	奬	1
Kanji	娚	1
Kanji	嫖	1
Kanji	廳	1
Kanji	徙	1
Kanji	徼	1
Kanji	恟	1
Kanji	戡	1
Kanji	戲	1
Kanji	拊	1
Kanji	挈	1
Kanji	捫	1
Kanji	擯	1
Kanji	暹	1
Kanji	曚	1
Kanji	霸	1
Kanji	椏	1
Kanji	檠	1
Kanji	殃	1
Kanji	氛	1
Kanji	淙	1
Kanji	焜	1
Kanji	煢	1
Kanji	牾	1
Kanji	瓩	1
Kanji	甬	1
Kanji	痳	1
Kanji	碆	1
Kanji	秕	1
Kanji	簣	1
Kanji	簟	1
Kanji	糒	1
Kanji	綟	1
Kanji	緡	1
Kanji	羚	1
Kanji	翩	1
Kanji	聿	1
Kanji	肭	1
Kanji	冐	1
Kanji	膃	1
Kanji	臻	1
Kanji	芟	1
Kanji	苳	1
Kanji	葆	1
Kanji	蓊	1
Kanji	蔕	1
Kanji	蕈	1
Kanji	藕	1
Kanji	蘢	1
Kanji	蚣	1
Kanji	蜈	1
Kanji	螽	1
Kanji	蟯	1
Kanji	蠹	1
Kanji	衵	1
Kanji	袮	1
Kanji	裹	1
Kanji	覦	1
Kanji	覬	1
Kanji	謇	1
Kanji	貊	1
Kanji	貎	1
Kanji	跂	1
Kanji	跼	1
Kanji	酲	1
Kanji	醺	1
Kanji	錣	1
Kanji	鑞	1
Kanji	鑾	1
Kanji	闔	1
Kanji	顋	1
Kanji	颶	1
Kanji	騅	1
Kanji	髢	1
Kanji	鮠	1
Kanji	鰒	1
Kanji	鱠	1
Kanji	鵑	1
Kanji	鵙	1
Kanji	鸛	1
Kanji	麈	1
Kanji	齦	1
Kanji	增	1
Kanji	崧	1
Kanji	撝	1
Kanji	昤	1
Kanji	朗	1
Kanji	鈹	1
Kanji	鵰	1
Kanji	丰	1
Kanji	亻	1
Kanji	倮	1
Kanji	傕	1
Kanji	凮	1
Kanji	剡	1
Kanji	吒	1
Kanji	啤	1
Kanji	坨	1
Kanji	壳	1
Kanji	夤	1
Kanji	婺	1
Kanji	孽	1
Kanji	帕	1
Kanji	幫	1
Kanji	惔	1
Kanji	扒	1
Kanji	挘	1
Kanji	擊	1
Kanji	晷	1
Kanji	柰	1
Kanji	梅	1
Kanji	毮	1
Kanji	毱	1
Kanji	沔	1
Kanji	洦	1
Kanji	滎	1
Kanji	漳	1
Kanji	烘	1
Kanji	犰	1
Kanji	狳	1
Kanji	猙	1
Kanji	玕	1
Kanji	琬	1
Kanji	瑗	1
Kanji	瘭	1
Kanji	皕	1
Kanji	眗	1
Kanji	眴	1
Kanji	瞪	1
Kanji	祈	1
Kanji	笭	1
Kanji	筲	1
Kanji	簶	1
Kanji	紱	1
Kanji	絿	1
Kanji	縈	1
Kanji	蒅	1
Kanji	蘐	1
Kanji	蘑	1
Kanji	蝤	1
Kanji	螈	1
Kanji	蠐	1
Kanji	裀	1
Kanji	觔	1
Kanji	觱	1
Kanji	踠	1
Kanji	躘	1
Kanji	軹	1
Kanji	輞	1
Kanji	鋋	1
Kanji	錕	1
Kanji	鍤	1
Kanji	鏇	1
Kanji	閴	1
Kanji	閶	1
Kanji	陘	1
Kanji	顒	1
Kanji	饜	1
Kanji	駙	1
Kanji	鸝	1
Kanji	鼯	1
Kanji	匱	2
Kanji	廨	2
Kanji	弯	2
Kanji	擠	2
Kanji	瘰	2
Kanji	癧	2
Kanji	蕚	2
Kanji	韲	2
Kanji	烓	2
Kanji	瘙	2
Kanji	膻	2
Kanji	酛	2
Kanji	������	2
Kanji	������	2
Kanji	祁	2
Kanji	弍	2
Kanji	勵	2
Kanji	嚊	2
Kanji	峩	2
Kanji	惘	2
Kanji	戛	2
Kanji	楙	2
Kanji	蘗	2
Kanji	滯	2
Kanji	潸	2
Kanji	皴	2
Kanji	皹	2
Kanji	眥	2
Kanji	纓	2
Kanji	胼	2
Kanji	臟	2
Kanji	蓐	2
Kanji	薐	2
Kanji	蠑	2
Kanji	衫	2
Kanji	袗	2
Kanji	裄	2
Kanji	褞	2
Kanji	迯	2
Kanji	郛	2
Kanji	鐔	2
Kanji	閊	2
Kanji	閧	2
Kanji	駛	2
Kanji	倐	2
Kanji	姒	2
Kanji	層	2
Kanji	戾	2
Kanji	榭	2
Kanji	槖	2
Kanji	泮	2
Kanji	涮	2
Kanji	炕	2
Kanji	琰	2
Kanji	盱	2
Kanji	眙	2
Kanji	禕	2
Kanji	縕	2
Kanji	蘄	2
Kanji	郿	2
Kanji	韞	2
Kanji	梼	3
Kanji	薑	3
Kanji	孖	3
Kanji	綠	3
Kanji	昺	3
Kanji	璣	3
Kanji	杲	4
Kanji	朏	4
Kanji	仞	4
Kanji	們	4
Kanji	廏	4
Kanji	慴	4
Kanji	攸	4
Kanji	盜	4
Kanji	毆	4
Kanji	汾	4
Kanji	痼	4
Kanji	瞶	4
Kanji	笋	4
Kanji	縅	4
Kanji	萇	4
Kanji	迢	4
Kanji	簳	4
Kanji	虗	4
Kanji	躶	4
Kanji	郗	4
Kanji	熕	6
Kanji	裵	6
Kanji	皈	7
Kanji	肄	7
Kanji	鯡	7
Kanji	鰲	7
Kanji	鄘	7
Kanji	������	7
Kanji	迩	7
Kanji	噎	7
Kanji	筺	7
Kanji	臙	7
Kanji	鞣	7
Kanji	驍	7
Kanji	厓	7
Kanji	瘀	8
Kanji	勣	8
Kanji	燠	8
Kanji	蜩	8
Kanji	刕	8
Kanji	軺	8
Kanji	赧	14
Kanji	玘	14
Kanji	郝	14
Others	з	17
Kanji	簧	19
Kanji	薜	21
Kanji	潼	23
Kanji	仝	26
Kanji	蝪	28
Others	ㇺ	46
Kanji	崚	0
Kanji	梛	0
Kanji	禎	0
Kanji	崚	0
Kanji	逸	0
Kanji	謁	0
Kanji	禍	0
Kanji	悔	0
Kanji	渴	0
Kanji	陷	0
Kanji	寬	0
Kanji	峽	0
Kanji	響	0
Kanji	謹	0
Kanji	勳	0
Kanji	薰	0
Kanji	揭	0
Kanji	鷄	0
Kanji	圈	0
Kanji	穀	0
Kanji	祉	0
Kanji	煮	0
Kanji	臭	0
Kanji	獸	0
Kanji	署	0
Kanji	祥	0
Kanji	剩	0
Kanji	釀	0
Kanji	節	0
Kanji	纖	0
Kanji	騷	0
Kanji	贈	0
Kanji	懲	0
Kanji	繁	0
Kanji	卑	0
Kanji	碑	0
Kanji	賓	0
Kanji	侮	0
Kanji	勉	0
Kanji	墨	0
Kanji	欄	0
Kanji	虜	0
Kanji	曆	0
Kanji	鍊	0
